a0_min        a1_min        Y1_intercept  Y2_intercept  Y3_intercept  Y4_intercept  LogPost       
  0.100574E+03  0.267613E+01  0.660806E-04  0.969402E-04  0.414438E-03  0.103380E-02  0.193143E+03
  0.100574E+03  0.267613E+01  0.660806E-04  0.969402E-04  0.414438E-03  0.103380E-02  0.193143E+03
  0.100574E+03  0.267613E+01  0.660806E-04  0.969402E-04  0.414438E-03  0.103380E-02  0.193143E+03
  0.100574E+03  0.267613E+01  0.660806E-04  0.969402E-04  0.414438E-03  0.855739E-03  0.193096E+03
  0.100574E+03  0.452222E+01  0.660806E-04  0.969402E-04  0.414438E-03  0.855739E-03  0.192474E+03
  0.100574E+03  0.452222E+01  0.660806E-04  0.969402E-04  0.414438E-03  0.855739E-03  0.192474E+03
  0.100574E+03  0.452222E+01  0.660806E-04  0.969402E-04  0.414438E-03  0.855739E-03  0.192474E+03
  0.100574E+03  0.452222E+01  0.660806E-04  0.969402E-04  0.414438E-03  0.855739E-03  0.192474E+03
  0.100574E+03  0.148529E+00  0.660806E-04  0.969402E-04  0.414438E-03  0.855739E-03  0.192450E+03
  0.100574E+03  0.148529E+00  0.660806E-04  0.969402E-04  0.414438E-03  0.855739E-03  0.192450E+03
  0.100574E+03  0.661271E+00  0.660806E-04  0.969402E-04  0.414438E-03  0.855739E-03  0.192721E+03
  0.100574E+03  0.661271E+00  0.660806E-04  0.969402E-04  0.414438E-03  0.855739E-03  0.192721E+03
  0.100574E+03  0.661271E+00  0.660806E-04  0.969402E-04  0.414438E-03  0.855739E-03  0.192721E+03
  0.100574E+03  0.661271E+00  0.660806E-04  0.969402E-04  0.414438E-03  0.855739E-03  0.192721E+03
  0.100669E+03  0.661271E+00  0.660806E-04  0.969402E-04  0.414438E-03  0.855739E-03  0.192795E+03
  0.100669E+03  0.661271E+00  0.660806E-04  0.969402E-04  0.414438E-03  0.855739E-03  0.192795E+03
  0.100669E+03  0.119288E+01  0.660806E-04  0.969402E-04  0.414438E-03  0.855739E-03  0.192995E+03
  0.100669E+03  0.119288E+01  0.660806E-04  0.969402E-04  0.414438E-03  0.855739E-03  0.192995E+03
  0.100449E+03  0.119288E+01  0.660806E-04  0.969402E-04  0.414438E-03  0.855739E-03  0.192791E+03
  0.100449E+03  0.119288E+01  0.660806E-04  0.969402E-04  0.414438E-03  0.855739E-03  0.192791E+03
  0.100449E+03  0.252406E+01  0.660806E-04  0.969402E-04  0.414438E-03  0.855739E-03  0.192985E+03
  0.100449E+03  0.252406E+01  0.660806E-04  0.969402E-04  0.499333E-03  0.855739E-03  0.192438E+03
  0.100449E+03  0.252406E+01  0.660806E-04  0.969402E-04  0.499333E-03  0.855739E-03  0.192438E+03
  0.100449E+03  0.252406E+01  0.660806E-04  0.969402E-04  0.499333E-03  0.855739E-03  0.192438E+03
  0.100449E+03  0.252406E+01  0.660806E-04  0.969402E-04  0.499333E-03  0.855739E-03  0.192438E+03
  0.100449E+03  0.252406E+01  0.660806E-04  0.969402E-04  0.499333E-03  0.855739E-03  0.192438E+03
  0.100449E+03  0.252406E+01  0.660806E-04  0.969402E-04  0.499333E-03  0.855739E-03  0.192438E+03
  0.100449E+03  0.252406E+01  0.660806E-04  0.969402E-04  0.499333E-03  0.855739E-03  0.192438E+03
  0.100449E+03  0.252406E+01  0.660806E-04  0.969402E-04  0.499333E-03  0.855739E-03  0.192438E+03
  0.100449E+03  0.252406E+01  0.660806E-04  0.306988E-03  0.499333E-03  0.855739E-03  0.191864E+03
  0.100449E+03  0.252406E+01  0.660806E-04  0.306988E-03  0.213382E-03  0.855739E-03  0.193454E+03
  0.100449E+03  0.252406E+01  0.660806E-04  0.306988E-03  0.213382E-03  0.855739E-03  0.193454E+03
  0.100449E+03  0.252406E+01  0.660806E-04  0.306988E-03  0.213382E-03  0.855739E-03  0.193454E+03
  0.100449E+03  0.252406E+01  0.660806E-04  0.306988E-03  0.213382E-03  0.855739E-03  0.193454E+03
  0.100449E+03  0.252406E+01  0.660806E-04  0.306988E-03  0.213382E-03  0.240351E-02  0.189956E+03
  0.100449E+03  0.252406E+01  0.660806E-04  0.306988E-03  0.213382E-03  0.240351E-02  0.189956E+03
  0.100449E+03  0.141749E+01  0.660806E-04  0.306988E-03  0.213382E-03  0.240351E-02  0.190053E+03
  0.100449E+03  0.141749E+01  0.660806E-04  0.306988E-03  0.213382E-03  0.240351E-02  0.190053E+03
  0.100449E+03  0.141749E+01  0.660806E-04  0.306988E-03  0.213382E-03  0.240351E-02  0.190053E+03
  0.100449E+03  0.141749E+01  0.660806E-04  0.306988E-03  0.213382E-03  0.240351E-02  0.190053E+03
  0.100449E+03  0.141749E+01  0.660806E-04  0.306988E-03  0.213382E-03  0.240351E-02  0.190053E+03
  0.100449E+03  0.141749E+01  0.660806E-04  0.306988E-03  0.213382E-03  0.240351E-02  0.190053E+03
  0.100449E+03  0.141749E+01  0.660806E-04  0.306988E-03  0.213382E-03  0.240351E-02  0.190053E+03
  0.100449E+03  0.141749E+01  0.660806E-04  0.306988E-03  0.213382E-03  0.240351E-02  0.190053E+03
  0.100449E+03  0.817676E+00  0.660806E-04  0.306988E-03  0.213382E-03  0.240351E-02  0.189969E+03
  0.100449E+03  0.817676E+00  0.660806E-04  0.306988E-03  0.213382E-03  0.240351E-02  0.189969E+03
  0.100449E+03  0.817676E+00  0.660806E-04  0.306988E-03  0.213382E-03  0.240351E-02  0.189969E+03
  0.100449E+03  0.817676E+00  0.660806E-04  0.306988E-03  0.213382E-03  0.240351E-02  0.189969E+03
  0.100449E+03 -0.432490E+00  0.660806E-04  0.306988E-03  0.213382E-03  0.240351E-02  0.189482E+03
  0.100449E+03  0.809452E+00  0.660806E-04  0.306988E-03  0.213382E-03  0.240351E-02  0.189967E+03
  0.100449E+03  0.261176E+01  0.509651E-03  0.306988E-03  0.213382E-03  0.240351E-02  0.188990E+03
  0.100449E+03  0.261176E+01  0.509651E-03  0.306988E-03  0.213382E-03  0.240351E-02  0.188990E+03
  0.100449E+03  0.261176E+01  0.509651E-03  0.306988E-03  0.213382E-03  0.240351E-02  0.188990E+03
  0.100449E+03  0.126005E+01  0.509651E-03  0.306988E-03  0.213382E-03  0.343318E-03  0.187701E+03
  0.100449E+03  0.126005E+01  0.509651E-03  0.306988E-03  0.213382E-03  0.343318E-03  0.187701E+03
  0.100449E+03  0.126005E+01  0.509651E-03  0.306988E-03  0.213382E-03  0.343318E-03  0.187701E+03
  0.100449E+03  0.126005E+01  0.509651E-03  0.306988E-03  0.213382E-03  0.118176E-02  0.192435E+03
  0.100449E+03  0.126005E+01  0.509651E-03  0.140236E-03  0.213382E-03  0.118176E-02  0.192876E+03
  0.100449E+03  0.126005E+01  0.509651E-03  0.140236E-03  0.213382E-03  0.118176E-02  0.192876E+03
  0.100449E+03  0.126005E+01  0.509651E-03  0.140236E-03  0.213382E-03  0.118176E-02  0.192876E+03
  0.100449E+03  0.126005E+01  0.509651E-03  0.140236E-03  0.213382E-03  0.118176E-02  0.192876E+03
  0.100449E+03  0.126005E+01  0.509651E-03  0.140236E-03  0.213382E-03  0.118176E-02  0.192876E+03
  0.100449E+03  0.126005E+01  0.509651E-03  0.140236E-03  0.213382E-03  0.118176E-02  0.192876E+03
  0.100136E+03  0.126005E+01  0.509651E-03  0.140236E-03  0.213382E-03  0.118176E-02  0.192241E+03
  0.100136E+03  0.126005E+01  0.509651E-03  0.140236E-03  0.213382E-03  0.118176E-02  0.192241E+03
  0.100545E+03 -0.466686E-01  0.509651E-03  0.140236E-03  0.213382E-03  0.118176E-02  0.192610E+03
  0.100545E+03 -0.466686E-01  0.509651E-03  0.140236E-03  0.213382E-03  0.118176E-02  0.192610E+03
  0.100545E+03 -0.466686E-01  0.509651E-03  0.140236E-03  0.213382E-03  0.118176E-02  0.192610E+03
  0.100545E+03  0.113857E+01  0.737843E-03  0.140236E-03  0.213382E-03  0.118176E-02  0.192178E+03
  0.100545E+03  0.113857E+01  0.737843E-03  0.140236E-03  0.213382E-03  0.118176E-02  0.192178E+03
  0.101895E+03  0.113857E+01  0.737843E-03  0.140236E-03  0.213382E-03  0.118176E-02  0.190974E+03
  0.101895E+03  0.113857E+01  0.737843E-03  0.140236E-03  0.213382E-03  0.118176E-02  0.190974E+03
  0.101895E+03  0.113857E+01  0.737843E-03  0.140236E-03  0.213382E-03  0.118176E-02  0.190974E+03
  0.101895E+03  0.113857E+01  0.737843E-03  0.140236E-03  0.213382E-03  0.118176E-02  0.190974E+03
  0.101895E+03  0.347393E+01  0.737843E-03  0.140236E-03  0.107582E-03  0.118176E-02  0.190401E+03
  0.101895E+03 -0.223745E+00  0.692191E-03  0.140236E-03  0.107582E-03  0.133865E-02  0.191004E+03
  0.101895E+03 -0.223745E+00  0.692191E-03  0.140236E-03  0.107582E-03  0.133865E-02  0.191004E+03
  0.101895E+03 -0.223745E+00  0.692191E-03  0.140236E-03  0.107582E-03  0.133865E-02  0.191004E+03
  0.101895E+03 -0.223745E+00  0.153415E-02  0.140236E-03  0.107582E-03  0.133865E-02  0.187913E+03
  0.100270E+03 -0.145614E+01  0.153415E-02  0.140236E-03  0.107582E-03  0.133865E-02  0.187706E+03
  0.100270E+03  0.458864E+01  0.153415E-02  0.234673E-03  0.107582E-03  0.133865E-02  0.186898E+03
  0.100270E+03  0.458864E+01  0.161746E-02  0.234673E-03  0.107582E-03  0.133865E-02  0.186590E+03
  0.100270E+03  0.278136E+01  0.164494E-02  0.234673E-03  0.107582E-03  0.133865E-02  0.187750E+03
  0.100270E+03  0.278136E+01  0.164494E-02  0.234673E-03  0.107582E-03  0.133865E-02  0.187750E+03
  0.100270E+03  0.278136E+01  0.164494E-02  0.234673E-03  0.107582E-03  0.133865E-02  0.187750E+03
  0.100270E+03  0.278136E+01  0.164494E-02  0.234673E-03  0.107582E-03  0.133865E-02  0.187750E+03
  0.100737E+03 -0.183012E+01  0.164494E-02  0.234673E-03  0.107582E-03  0.133865E-02  0.187680E+03
  0.100737E+03 -0.183012E+01  0.164494E-02  0.234673E-03  0.107582E-03  0.133865E-02  0.187680E+03
  0.100737E+03  0.522454E+01  0.186250E-02  0.234673E-03  0.107582E-03  0.133865E-02  0.185559E+03
  0.101496E+03  0.522454E+01  0.186250E-02  0.234673E-03  0.107582E-03  0.133865E-02  0.185087E+03
  0.101496E+03  0.522454E+01  0.186250E-02  0.234673E-03  0.107582E-03  0.133865E-02  0.185087E+03
  0.101496E+03  0.522454E+01  0.186250E-02  0.234673E-03  0.107582E-03  0.133865E-02  0.185087E+03
  0.101496E+03 -0.229989E+01  0.186250E-02  0.166775E-03  0.107582E-03  0.133865E-02  0.186520E+03
  0.101058E+03 -0.229989E+01  0.186250E-02  0.166775E-03  0.107582E-03  0.133865E-02  0.186807E+03
  0.101058E+03  0.281578E+01  0.186250E-02  0.166775E-03  0.107582E-03  0.133865E-02  0.187678E+03
  0.101058E+03  0.159601E+01  0.186250E-02  0.166775E-03  0.814293E-04  0.133865E-02  0.188114E+03
  0.101058E+03  0.425153E+01  0.186250E-02  0.166775E-03  0.814293E-04  0.133865E-02  0.186749E+03
  0.101058E+03  0.425153E+01  0.186250E-02  0.166775E-03  0.814293E-04  0.133865E-02  0.186749E+03
  0.101058E+03  0.425153E+01  0.186250E-02  0.166775E-03  0.814293E-04  0.133865E-02  0.186749E+03
  0.101058E+03  0.425153E+01  0.186250E-02  0.166775E-03  0.814293E-04  0.133865E-02  0.186749E+03
  0.101058E+03  0.324787E+01  0.256794E-02  0.166775E-03  0.814293E-04  0.127525E-02  0.185449E+03
  0.101058E+03  0.324787E+01  0.210070E-02  0.166775E-03  0.814293E-04  0.127525E-02  0.186819E+03
  0.100728E+03  0.310203E+01  0.210070E-02  0.166775E-03  0.814293E-04  0.127525E-02  0.186917E+03
  0.100728E+03  0.605137E+01  0.210070E-02  0.166775E-03  0.814293E-04  0.158583E-02  0.183360E+03
  0.100728E+03  0.605137E+01  0.210070E-02  0.166775E-03  0.814293E-04  0.158583E-02  0.183360E+03
  0.100728E+03  0.605137E+01  0.232364E-02  0.166775E-03  0.814293E-04  0.158583E-02  0.182681E+03
  0.100728E+03 -0.534650E+00  0.232364E-02  0.166775E-03  0.284505E-03  0.158583E-02  0.184857E+03
  0.100728E+03 -0.534650E+00  0.478091E-03  0.166775E-03  0.284505E-03  0.148003E-02  0.191527E+03
  0.100728E+03  0.119251E+01  0.478091E-03  0.166775E-03  0.284505E-03  0.148003E-02  0.192190E+03
  0.100728E+03  0.119251E+01  0.478091E-03  0.166775E-03  0.284505E-03  0.148003E-02  0.192190E+03
  0.100728E+03  0.119251E+01  0.478091E-03  0.166775E-03  0.150515E-03  0.770633E-03  0.193297E+03
  0.101512E+03  0.113376E+01  0.478091E-03  0.166775E-03  0.150515E-03  0.770633E-03  0.192145E+03
  0.100267E+03  0.199892E+01  0.478091E-03  0.166775E-03  0.150515E-03  0.770633E-03  0.193013E+03
  0.100936E+03  0.199892E+01  0.478091E-03  0.325823E-03  0.150515E-03  0.770633E-03  0.192504E+03
  0.100936E+03  0.211898E+01  0.478091E-03  0.325823E-03  0.150515E-03  0.770633E-03  0.192478E+03
  0.100936E+03  0.211898E+01  0.478091E-03  0.148230E-03  0.150515E-03  0.770633E-03  0.193190E+03
  0.101084E+03  0.211898E+01  0.478091E-03  0.148230E-03  0.150515E-03  0.770633E-03  0.193021E+03
  0.101084E+03  0.211898E+01  0.478091E-03  0.148230E-03  0.150515E-03  0.770633E-03  0.193021E+03
  0.101084E+03  0.211898E+01  0.478091E-03  0.148230E-03  0.150515E-03  0.770633E-03  0.193021E+03
  0.101084E+03  0.211898E+01  0.478091E-03  0.148230E-03  0.150515E-03  0.770633E-03  0.193021E+03
  0.101084E+03  0.211898E+01  0.478091E-03  0.148230E-03  0.150515E-03  0.770633E-03  0.193021E+03
  0.101084E+03  0.211898E+01  0.197060E-03  0.148230E-03  0.150515E-03  0.770633E-03  0.193717E+03
  0.101084E+03  0.400121E+01  0.197060E-03  0.148230E-03  0.150515E-03  0.770633E-03  0.192866E+03
  0.101084E+03  0.402818E+01  0.197060E-03  0.148230E-03  0.150515E-03  0.770633E-03  0.192846E+03
  0.101084E+03  0.402818E+01  0.197060E-03  0.148230E-03  0.150515E-03  0.770633E-03  0.192846E+03
  0.101084E+03  0.402818E+01  0.197060E-03  0.148230E-03  0.150515E-03  0.126820E-02  0.193130E+03
  0.101084E+03  0.402818E+01  0.197060E-03  0.148230E-03  0.150515E-03  0.126820E-02  0.193130E+03
  0.101084E+03  0.402818E+01  0.197060E-03  0.148230E-03  0.150515E-03  0.126820E-02  0.193130E+03
  0.101084E+03  0.320762E+01  0.549651E-03  0.148230E-03  0.150515E-03  0.126820E-02  0.192674E+03
  0.101084E+03  0.100280E+01  0.549651E-03  0.148230E-03  0.150515E-03  0.126820E-02  0.193124E+03
  0.101084E+03  0.145648E+01  0.549651E-03  0.148230E-03  0.150515E-03  0.126820E-02  0.193140E+03
  0.101084E+03  0.145648E+01  0.549651E-03  0.148230E-03  0.150515E-03  0.261002E-02  0.189780E+03
  0.101084E+03  0.145648E+01  0.457646E-03  0.148230E-03  0.150515E-03  0.261002E-02  0.190080E+03
  0.101084E+03  0.145648E+01  0.457646E-03  0.148230E-03  0.150515E-03  0.253199E-02  0.190272E+03
  0.101084E+03  0.145648E+01  0.457646E-03  0.311768E-03  0.150515E-03  0.253199E-02  0.189627E+03
  0.101084E+03  0.145648E+01  0.457646E-03  0.311768E-03  0.150515E-03  0.253199E-02  0.189627E+03
  0.101084E+03  0.246607E+00  0.457646E-03  0.311768E-03  0.150515E-03  0.253199E-02  0.189535E+03
  0.101084E+03  0.246607E+00  0.457646E-03  0.311768E-03  0.150515E-03  0.253199E-02  0.189535E+03
  0.101084E+03  0.218544E+01  0.457646E-03  0.311768E-03  0.150515E-03  0.253199E-02  0.189506E+03
  0.101084E+03  0.218544E+01  0.457646E-03  0.311768E-03  0.150515E-03  0.253199E-02  0.189506E+03
  0.101084E+03  0.218544E+01  0.457646E-03  0.311768E-03  0.150515E-03  0.253199E-02  0.189506E+03
  0.101084E+03  0.218544E+01  0.457646E-03  0.311768E-03  0.150515E-03  0.240966E-02  0.189813E+03
  0.101084E+03 -0.153679E+00  0.457646E-03  0.311768E-03  0.150515E-03  0.240966E-02  0.189732E+03
  0.101084E+03 -0.153679E+00  0.457646E-03  0.311768E-03  0.150515E-03  0.240966E-02  0.189732E+03
  0.101550E+03 -0.153679E+00  0.457646E-03  0.311768E-03  0.150515E-03  0.240966E-02  0.189332E+03
  0.100847E+03 -0.153679E+00  0.457646E-03  0.311768E-03  0.150515E-03  0.240966E-02  0.189686E+03
  0.100847E+03 -0.153679E+00  0.457646E-03  0.311768E-03  0.150515E-03  0.128875E-02  0.192597E+03
  0.100847E+03  0.350057E+01  0.457646E-03  0.311768E-03  0.150515E-03  0.128875E-02  0.192199E+03
  0.100847E+03  0.350057E+01  0.457646E-03  0.214236E-03  0.150515E-03  0.128875E-02  0.192631E+03
  0.100847E+03  0.350057E+01  0.457646E-03  0.214236E-03  0.150515E-03  0.128875E-02  0.192631E+03
  0.100805E+03  0.350057E+01  0.457646E-03  0.214236E-03  0.150515E-03  0.128875E-02  0.192626E+03
  0.100805E+03  0.350057E+01  0.457646E-03  0.214236E-03  0.150515E-03  0.128875E-02  0.192626E+03
  0.100805E+03 -0.399038E+00  0.457646E-03  0.214236E-03  0.150515E-03  0.119877E-02  0.192946E+03
  0.100805E+03 -0.399038E+00  0.457646E-03  0.214236E-03  0.150515E-03  0.119877E-02  0.192946E+03
  0.100805E+03 -0.399038E+00  0.457646E-03  0.214236E-03  0.150515E-03  0.119877E-02  0.192946E+03
  0.100755E+03  0.150019E+01  0.457646E-03  0.214236E-03  0.150515E-03  0.119877E-02  0.193384E+03
  0.100755E+03  0.133575E+01  0.457646E-03  0.214236E-03  0.150515E-03  0.119877E-02  0.193383E+03
  0.100755E+03  0.133575E+01  0.457646E-03  0.214236E-03  0.150515E-03  0.119877E-02  0.193383E+03
  0.100755E+03  0.133575E+01  0.457646E-03  0.214236E-03  0.150515E-03  0.119877E-02  0.193383E+03
  0.100755E+03  0.108639E+01  0.457646E-03  0.214236E-03  0.150515E-03  0.119877E-02  0.193369E+03
  0.100755E+03  0.108639E+01  0.457646E-03  0.214236E-03  0.150515E-03  0.100239E-02  0.193567E+03
  0.100755E+03  0.108639E+01  0.457646E-03  0.214236E-03  0.150515E-03  0.128546E-02  0.193207E+03
  0.100755E+03  0.108639E+01  0.457646E-03  0.214236E-03  0.150515E-03  0.128546E-02  0.193207E+03
  0.100755E+03  0.108639E+01  0.457646E-03  0.214236E-03  0.404055E-03  0.128546E-02  0.191812E+03
  0.100755E+03  0.108639E+01  0.457646E-03  0.214236E-03  0.404055E-03  0.128546E-02  0.191812E+03
  0.100755E+03  0.108639E+01  0.457646E-03  0.214236E-03  0.404055E-03  0.128546E-02  0.191812E+03
  0.100755E+03  0.408762E+01  0.457646E-03  0.214236E-03  0.404055E-03  0.128546E-02  0.191457E+03
  0.101077E+03  0.408762E+01  0.457646E-03  0.214236E-03  0.404055E-03  0.128546E-02  0.191483E+03
  0.101077E+03  0.408762E+01  0.467824E-03  0.214236E-03  0.404055E-03  0.128546E-02  0.191450E+03
  0.101077E+03  0.408762E+01  0.467824E-03  0.214236E-03  0.404055E-03  0.128546E-02  0.191450E+03
  0.101077E+03  0.408762E+01  0.467824E-03  0.214236E-03  0.404055E-03  0.128546E-02  0.191450E+03
  0.101029E+03  0.408762E+01  0.488884E-03  0.214236E-03  0.404055E-03  0.128546E-02  0.191394E+03
  0.101029E+03  0.408762E+01  0.488884E-03  0.214236E-03  0.404055E-03  0.128546E-02  0.191394E+03
  0.101029E+03  0.408762E+01  0.488884E-03  0.214236E-03  0.404055E-03  0.128546E-02  0.191394E+03
  0.101029E+03  0.408762E+01  0.488884E-03  0.214236E-03  0.404055E-03  0.128546E-02  0.191394E+03
  0.101029E+03  0.408762E+01  0.488884E-03  0.214236E-03  0.404055E-03  0.147686E-02  0.190985E+03
  0.101029E+03  0.271058E+01  0.488884E-03  0.214236E-03  0.404055E-03  0.147686E-02  0.191426E+03
  0.101029E+03  0.271058E+01  0.488884E-03  0.214236E-03  0.404055E-03  0.147686E-02  0.191426E+03
  0.101029E+03  0.271058E+01  0.335414E-03  0.214236E-03  0.404055E-03  0.147341E-02  0.191888E+03
  0.101029E+03  0.271058E+01  0.335414E-03  0.214236E-03  0.404055E-03  0.147341E-02  0.191888E+03
  0.101029E+03  0.271058E+01  0.335414E-03  0.214236E-03  0.404055E-03  0.147341E-02  0.191888E+03
  0.101029E+03  0.271058E+01  0.335414E-03  0.214236E-03  0.404055E-03  0.147341E-02  0.191888E+03
  0.101029E+03  0.271058E+01  0.335414E-03  0.214236E-03  0.404055E-03  0.147341E-02  0.191888E+03
  0.101029E+03 -0.237011E+01  0.335414E-03  0.330165E-03  0.404055E-03  0.180397E-02  0.188610E+03
  0.101029E+03 -0.237011E+01  0.220079E-03  0.330165E-03  0.404055E-03  0.180397E-02  0.188793E+03
  0.101029E+03 -0.155504E+01  0.220079E-03  0.330165E-03  0.404055E-03  0.180397E-02  0.189483E+03
  0.101029E+03 -0.155504E+01  0.220079E-03  0.330165E-03  0.404055E-03  0.180397E-02  0.189483E+03
  0.101029E+03  0.470774E+01  0.220079E-03  0.330165E-03  0.404055E-03  0.180397E-02  0.189973E+03
  0.101029E+03  0.470774E+01  0.220079E-03  0.330165E-03  0.404055E-03  0.180397E-02  0.189973E+03
  0.101029E+03  0.470774E+01  0.220079E-03  0.556453E-03  0.404055E-03  0.180397E-02  0.188598E+03
  0.101029E+03  0.470774E+01  0.220079E-03  0.556453E-03  0.404055E-03  0.180397E-02  0.188598E+03
  0.101029E+03  0.535971E+01  0.220079E-03  0.556453E-03  0.404055E-03  0.180397E-02  0.188188E+03
  0.100423E+03  0.535971E+01  0.220079E-03  0.153063E-03  0.404055E-03  0.180397E-02  0.189693E+03
  0.100423E+03  0.535971E+01  0.220079E-03  0.153063E-03  0.555541E-03  0.951584E-03  0.190925E+03
  0.101264E+03  0.535971E+01  0.220079E-03  0.153063E-03  0.555541E-03  0.951584E-03  0.190979E+03
  0.101264E+03 -0.820826E+00  0.220079E-03  0.153063E-03  0.766087E-04  0.951584E-03  0.193462E+03
  0.101264E+03 -0.360536E+00  0.220079E-03  0.153063E-03  0.766087E-04  0.951584E-03  0.193716E+03
  0.101264E+03 -0.360536E+00  0.220079E-03  0.153063E-03  0.766087E-04  0.951584E-03  0.193716E+03
  0.101264E+03 -0.360536E+00  0.220079E-03  0.153063E-03  0.766087E-04  0.951584E-03  0.193716E+03
  0.101264E+03 -0.360536E+00  0.220079E-03  0.153063E-03  0.766087E-04  0.928225E-03  0.193679E+03
  0.101264E+03 -0.360536E+00  0.220079E-03  0.153063E-03  0.766087E-04  0.928225E-03  0.193679E+03
  0.101264E+03 -0.360536E+00  0.220079E-03  0.153063E-03  0.766087E-04  0.864869E-03  0.193531E+03
  0.101264E+03 -0.360536E+00  0.220079E-03  0.153063E-03  0.766087E-04  0.864869E-03  0.193531E+03
  0.101264E+03 -0.360536E+00  0.220079E-03  0.153063E-03  0.766087E-04  0.864869E-03  0.193531E+03
  0.101264E+03 -0.360536E+00  0.220079E-03  0.153063E-03  0.766087E-04  0.864869E-03  0.193531E+03
  0.101264E+03 -0.360536E+00  0.220079E-03  0.248837E-04  0.766087E-04  0.864869E-03  0.193708E+03
  0.101264E+03 -0.360536E+00  0.220079E-03  0.801420E-04  0.766087E-04  0.864869E-03  0.193662E+03
  0.101264E+03 -0.451502E+00  0.220079E-03  0.801420E-04  0.766087E-04  0.864869E-03  0.193613E+03
  0.101264E+03 -0.451502E+00  0.220079E-03  0.801420E-04  0.766087E-04  0.864869E-03  0.193613E+03
  0.101264E+03 -0.451502E+00  0.220079E-03  0.801420E-04  0.108231E-03  0.864869E-03  0.193543E+03
  0.101264E+03 -0.451502E+00  0.220079E-03  0.801420E-04  0.108231E-03  0.864869E-03  0.193543E+03
  0.101264E+03 -0.451502E+00  0.220079E-03  0.801420E-04  0.101073E-03  0.864869E-03  0.193561E+03
  0.101264E+03 -0.451502E+00  0.220079E-03  0.801420E-04  0.101073E-03  0.864869E-03  0.193561E+03
  0.100862E+03 -0.451502E+00  0.220079E-03  0.801420E-04  0.101073E-03  0.864869E-03  0.193896E+03
  0.100862E+03 -0.451502E+00  0.220079E-03  0.801420E-04  0.101073E-03  0.864869E-03  0.193896E+03
  0.100862E+03 -0.451502E+00  0.220079E-03  0.801420E-04  0.101073E-03  0.864869E-03  0.193896E+03
  0.100862E+03  0.236853E+01  0.220079E-03  0.801420E-04  0.101073E-03  0.864869E-03  0.194389E+03
  0.100862E+03  0.236853E+01  0.220079E-03  0.801420E-04  0.101073E-03  0.864869E-03  0.194389E+03
  0.100862E+03  0.236853E+01  0.220079E-03  0.801420E-04  0.101073E-03  0.864869E-03  0.194389E+03
  0.100862E+03  0.236853E+01  0.220079E-03  0.801420E-04  0.101073E-03  0.864869E-03  0.194389E+03
  0.100862E+03  0.109729E+01  0.220079E-03  0.801420E-04  0.101073E-03  0.864869E-03  0.194470E+03
  0.100862E+03 -0.143188E+01  0.220079E-03  0.801420E-04  0.101073E-03  0.864869E-03  0.193150E+03
  0.100862E+03 -0.143188E+01  0.220079E-03  0.801420E-04  0.101073E-03  0.864869E-03  0.193150E+03
  0.100862E+03 -0.143188E+01  0.220079E-03  0.801420E-04  0.101073E-03  0.864869E-03  0.193150E+03
  0.100862E+03  0.249258E+01  0.220079E-03  0.801420E-04  0.101073E-03  0.864869E-03  0.194354E+03
  0.100862E+03  0.218236E+01  0.220079E-03  0.801420E-04  0.101073E-03  0.864869E-03  0.194432E+03
  0.100862E+03  0.218236E+01  0.220079E-03  0.801420E-04  0.101073E-03  0.864869E-03  0.194432E+03
  0.100862E+03  0.218236E+01  0.220079E-03  0.801420E-04  0.101073E-03  0.864869E-03  0.194432E+03
  0.100862E+03 -0.339427E+00  0.220079E-03  0.801420E-04  0.101073E-03  0.864869E-03  0.193962E+03
  0.101400E+03 -0.339427E+00  0.220079E-03  0.801420E-04  0.101073E-03  0.864869E-03  0.193374E+03
  0.101400E+03 -0.339427E+00  0.220079E-03  0.801420E-04  0.101073E-03  0.864869E-03  0.193374E+03
  0.101400E+03 -0.153843E+01  0.387664E-03  0.801420E-04  0.101073E-03  0.864869E-03  0.192259E+03
  0.101400E+03 -0.153843E+01  0.387664E-03  0.801420E-04  0.101073E-03  0.864869E-03  0.192259E+03
  0.101400E+03 -0.265437E+01  0.250785E-03  0.801420E-04  0.101073E-03  0.864869E-03  0.191407E+03
  0.101400E+03 -0.265437E+01  0.250785E-03  0.801420E-04  0.115392E-03  0.864869E-03  0.191369E+03
  0.101400E+03 -0.232385E+01  0.335506E-03  0.801420E-04  0.115392E-03  0.864869E-03  0.191595E+03
  0.993515E+02 -0.231048E+01  0.335506E-03  0.801420E-04  0.115392E-03  0.864869E-03  0.187410E+03
  0.993515E+02 -0.231048E+01  0.335506E-03  0.629349E-03  0.115392E-03  0.864869E-03  0.188676E+03
  0.993515E+02 -0.231048E+01  0.335506E-03  0.629349E-03  0.115392E-03  0.864869E-03  0.188676E+03
  0.993515E+02 -0.231048E+01  0.335506E-03  0.298839E-03  0.115392E-03  0.864869E-03  0.188170E+03
  0.993515E+02  0.412504E+01  0.335506E-03  0.298839E-03  0.115392E-03  0.864869E-03  0.189834E+03
  0.993515E+02  0.412504E+01  0.335506E-03  0.298839E-03  0.115392E-03  0.864869E-03  0.189834E+03
  0.993515E+02  0.412504E+01  0.427260E-03  0.298839E-03  0.115392E-03  0.864869E-03  0.189619E+03
